SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,RIDEXPRG,SIALANG
67909,1,0,1,,1
67910,1,80,2,,1
67911,1,15,3,,1
67912,1,65,2,,2
67913,1,11,1,,2
67914,1,8,3,,1
67915,1,24,5,,1
67916,2,39,2,2,2
67917,1,27,3,,1
67918,2,19,4,,1
67919,2,59,3,,1
67920,2,1,2,,1
67921,2,80,3,,1
67922,2,3,5,,1
67923,2,11,4,,1
67924,2,45,5,,1
67925,2,51,4,,1
67926,2,40,5,2,1
67927,1,32,5,,1
67928,2,34,3,2,1
67929,2,20,4,3,1
67930,1,59,1,,1
67931,1,0,1,,1
67932,1,9,3,,1
67933,1,12,3,,1
67934,2,16,3,,1
67935,1,35,3,,1
67936,1,13,5,,1
67937,2,74,1,,1
67938,2,27,5,2,1
67939,1,72,3,,1
67940,1,66,3,,1
67941,2,26,3,2,1
67942,1,1,2,,2
67943,1,5,5,,1
67944,2,10,4,,1
67945,1,6,3,,1
67946,1,3,1,,2
67947,1,79,4,,1
67948,1,27,2,,2
67949,2,10,2,,2
67950,2,4,4,,1
67951,2,59,4,,1
67952,2,65,2,,1
67953,1,0,4,,1
67954,1,15,2,,1
67955,2,12,3,,1
67956,2,3,5,,1
67957,1,50,4,,1
67958,2,43,5,3,1
67959,1,13,4,,1
67960,2,40,2,2,2
67961,1,6,2,,1
67962,2,40,4,2,1
67963,2,11,4,,1
67964,2,31,3,2,1
67965,1,74,3,,1
67966,1,20,3,,1
67967,1,52,3,,1
67968,2,7,5,,1
67969,2,40,3,2,1
67970,1,72,3,,1
67971,2,11,1,,2
67972,1,30,3,,1
67973,1,6,5,,1
67974,1,27,3,,1
67975,2,76,3,,1
67976,1,34,3,,1
67977,2,56,4,,1
67978,2,60,3,,1
67979,1,65,4,,1
67980,2,8,4,,1
67981,1,19,1,,1
67982,1,42,3,,1
67983,2,47,5,,1
67984,1,20,3,,1
67985,1,13,3,,1
67986,2,63,4,,1
67987,2,6,4,,1
67988,1,14,3,,1
67989,2,22,5,3,1
67990,2,12,5,,1
67991,1,57,5,,1
67992,1,41,2,,1
67993,1,60,2,,2
67994,1,12,3,,1
67995,1,70,3,,1
67996,1,9,1,,2
67997,2,25,5,3,1
67998,2,52,5,,1
67999,2,52,2,,1
68000,1,65,3,,1
68001,1,79,4,,1
68002,2,11,3,,1
68003,1,72,3,,1
68004,2,33,1,2,1
68005,1,21,4,,1
68006,1,13,4,,1
68007,2,33,5,2,1
68008,1,80,2,,2
68009,2,14,4,,1
68010,1,63,4,,1
68011,2,27,3,2,1
68012,2,70,4,,1
68013,2,60,2,,1
68014,1,16,3,,1
68015,2,9,3,,1
68016,2,56,3,,1
68017,2,68,1,,1
68018,1,1,5,,1
68019,1,12,3,,1
68020,2,80,3,,1
68021,1,34,4,,1
68022,1,58,1,,1
68023,1,25,5,,1
68024,2,26,2,2,2
68025,2,19,2,,2
68026,2,1,5,,1
68027,2,41,4,2,1
68028,2,66,4,,1
68029,1,60,4,,1
68030,1,20,3,,1
68031,1,2,1,,1
68032,2,80,3,,1
68033,1,2,3,,1
68034,2,68,4,,1
68035,2,78,3,,1
68036,1,3,1,,2
68037,1,13,5,,1
68038,1,68,4,,1
68039,2,0,1,,1
68040,1,25,3,,1
68041,1,63,4,,1
68042,1,23,3,,1
68043,2,32,3,2,1
68044,2,58,3,,1
68045,2,13,4,,1
68046,2,65,5,,1
68047,1,7,5,,1
68048,1,10,4,,1
68049,2,6,5,,1
68050,2,80,4,,1
68051,1,51,2,,2
68052,1,39,3,,1
68053,1,4,1,,2
68054,2,8,3,,1
68055,1,0,5,,1
68056,2,6,4,,1
68057,1,6,3,,1
68058,1,50,3,,1
68059,1,29,1,,1
68060,1,18,3,,1
68061,2,35,5,2,1
68062,1,28,1,,1
68063,1,51,3,,1
68064,2,80,1,,1
68065,2,20,3,2,1
68066,2,63,4,,1
68067,2,2,5,,1
68068,2,79,3,,1
68069,2,66,2,,2
68070,1,47,4,,1
68071,1,27,5,,1
68072,1,14,3,,1
68073,1,58,4,,1
68074,1,1,5,,1
68075,1,59,5,,1
68076,1,30,3,,1
68077,2,72,3,,1
68078,2,38,5,2,1
68079,2,49,3,,1
68080,2,39,5,2,1
68081,2,1,4,,1
68082,1,0,3,,1
68083,1,10,2,,2
68084,1,20,5,,1
68085,2,16,1,,2
68086,2,27,1,2,2
68087,1,12,4,,1
68088,2,10,5,,1
68089,1,46,4,,1
68090,1,13,3,,1
68091,2,74,1,,1
68092,2,11,5,,1
68093,1,47,5,,1
68094,1,3,2,,2
68095,2,41,3,2,1
68096,1,80,3,,1
68097,2,8,4,,1
68098,2,9,3,,1
68099,2,35,1,2,2
68100,2,65,4,,1
68101,1,80,3,,1
68102,1,75,2,,2
68103,2,0,4,,1
68104,1,18,5,,1
68105,2,58,4,,1
68106,2,72,3,,1
68107,2,8,3,,1
68108,1,2,4,,1
68109,1,45,4,,1
68110,1,60,3,,1
68111,2,12,1,,1
68112,1,52,5,,1
68113,2,0,1,,2
68114,2,16,3,,1
68115,2,80,3,,1
68116,1,8,1,,1
68117,1,28,5,,1
68118,2,18,4,,1
68119,1,30,4,,1
68120,2,25,4,2,1
68121,1,70,3,,1
68122,1,70,3,,1
68123,1,80,3,,1
68124,1,22,5,,1
68125,1,15,4,,1
68126,1,6,3,,1
68127,2,50,5,,1
68128,1,58,3,,1
68129,2,78,4,,1
68130,1,7,3,,1
68131,2,39,1,2,1
68132,1,5,1,,2
68133,1,44,2,,2
68134,1,32,1,,2
68135,1,50,5,,1
68136,1,15,2,,1
68137,2,68,5,,1
68138,2,5,3,,1
68139,2,52,4,,1
68140,1,30,4,,1
68141,2,4,4,,1
68142,1,36,5,,1
68143,2,80,2,,2
68144,2,29,4,1,1
68145,1,62,4,,1
68146,2,6,5,,1
68147,1,75,4,,1
68148,1,9,1,,1
68149,1,8,1,,1
68150,1,13,2,,2
68151,1,29,4,,1
68152,1,56,4,,1
68153,1,14,5,,1
68154,1,56,4,,1
68155,2,40,4,2,1
68156,2,61,4,,1
68157,2,24,5,2,1
68158,1,7,1,,2
68159,1,66,5,,1
68160,1,11,3,,1
68161,1,10,4,,1
68162,1,0,3,,1
68163,2,0,3,,1
68164,2,14,1,,2
68165,2,0,2,,1
68166,1,6,5,,1
68167,1,5,3,,1
68168,2,2,5,,1
68169,2,23,3,2,1
68170,1,37,4,,1
68171,2,58,1,,2
68172,2,9,3,,1
68173,1,38,3,,1
68174,1,5,3,,1
68175,1,4,2,,1
68176,2,58,4,,1
68177,1,62,3,,1
68178,1,18,5,,1
68179,1,17,4,,1
68180,1,31,4,,1
68181,1,74,3,,1
68182,1,47,3,,1
68183,2,28,4,2,1
68184,1,7,4,,1
68185,1,29,3,,1
68186,2,17,1,,1
68187,1,3,4,,1
68188,2,70,3,,1
68189,2,10,4,,1
68190,2,1,1,,1
68191,2,56,3,,1
68192,2,5,1,,1
68193,1,17,3,,1
68194,1,15,4,,1
68195,1,74,3,,1
68196,2,45,3,,1
68197,1,59,3,,1
68198,1,32,4,,1
68199,2,30,2,2,1
68200,1,51,4,,1
68201,2,12,1,,2
68202,1,9,3,,1
68203,2,78,5,,1
68204,2,18,3,,1
68205,1,51,4,,1
68206,2,35,5,2,1
68207,1,36,3,,1
68208,1,16,5,,1
68209,1,15,2,,2
68210,1,27,5,,1
68211,1,2,3,,1
68212,2,80,4,,1
68213,2,41,1,2,2
68214,2,3,5,,1
68215,2,14,4,,1
68216,1,60,5,,1
68217,2,19,4,,1
68218,1,1,1,,1
68219,1,20,4,,1
68220,1,14,4,,1
68221,1,3,4,,1
68222,1,36,1,,1
68223,2,9,3,,1
68224,2,11,2,,2
68225,1,2,5,,1
68226,2,38,5,2,1
68227,2,56,4,,1
68228,1,11,4,,1
68229,2,36,3,2,1
68230,2,22,3,2,1
68231,1,13,5,,1
68232,2,9,1,,1
68233,2,5,3,,1
68234,1,68,1,,1
68235,1,79,3,,1
68236,2,41,5,2,1
68237,1,63,3,,1
68238,2,4,4,,1
68239,2,7,1,,1
68240,1,19,1,,1
68241,1,9,1,,2
68242,1,7,1,,2
68243,1,13,1,,1
68244,1,49,3,,1
68245,2,24,4,2,1
68246,1,9,5,,1
68247,2,80,5,,1
68248,1,15,4,,1
68249,1,60,3,,1
68250,2,50,3,,1
68251,2,34,1,2,1
68252,2,45,4,,1
68253,2,8,3,,1
68254,2,55,4,,1
68255,1,60,5,,1
68256,2,46,4,,1
68257,1,12,5,,1
68258,1,3,2,,2
68259,2,4,5,,1
68260,1,61,4,,1
68261,2,80,4,,1
68262,2,64,4,,1
68263,2,63,3,,1
68264,1,9,1,,2
68265,1,11,1,,1
68266,2,11,4,,1
68267,1,3,5,,1
68268,2,6,4,,1
68269,2,2,1,,1
68270,2,48,2,,2
68271,1,43,3,,1
68272,1,1,5,,1
68273,1,31,3,,1
68274,1,12,5,,1
68275,1,71,4,,1
68276,2,80,3,,1
68277,1,61,1,,2
68278,2,0,1,,1
68279,1,20,5,,1
68280,2,15,3,,1
68281,1,27,4,,1
68282,2,54,4,,1
68283,2,54,5,,1
68284,1,8,1,,1
68285,2,49,3,,1
68286,2,16,3,,1
68287,1,12,1,,1
68288,1,28,1,,2
68289,1,9,4,,1
68290,2,74,3,,1
68291,1,69,2,,2
68292,1,2,1,,1
68293,1,54,3,,1
68294,2,11,3,,1
68295,2,20,3,3,1
68296,2,69,3,,1
68297,1,5,5,,1
68298,1,1,2,,1
68299,2,12,4,,1
68300,1,16,4,,1
68301,1,59,3,,1
68302,1,17,4,,1
68303,2,16,1,,1
68304,1,19,1,,2
68305,2,17,5,,1
68306,1,17,3,,1
68307,1,2,4,,1
68308,1,0,3,,1
68309,1,57,5,,1
68310,2,47,5,,1
68311,2,33,5,1,1
68312,2,35,3,2,1
68313,1,5,3,,1
68314,1,31,4,,1
68315,2,10,1,,2
68316,2,70,2,,1
68317,2,19,3,,1
68318,2,80,5,,1
68319,2,43,3,2,1
68320,1,0,5,,1
68321,1,80,5,,1
68322,1,32,2,,1
68323,2,16,5,,1
68324,2,27,3,2,1
68325,1,2,4,,1
68326,1,12,4,,1
68327,1,80,3,,1
68328,1,5,3,,1
68329,2,15,1,,1
68330,2,69,3,,1
68331,1,66,1,,1
68332,2,17,3,,1
68333,1,2,3,,1
68334,2,38,4,2,1
68335,2,14,5,,1
68336,2,1,1,,2
68337,1,36,1,,2
68338,1,51,2,,2
68339,1,46,4,,1
68340,1,10,3,,1
68341,2,64,2,,1
68342,1,59,5,,1
68343,1,52,4,,1
68344,1,40,3,,1
68345,2,18,4,,1
68346,1,0,4,,1
68347,2,0,3,,1
68348,1,32,1,,1
68349,2,12,3,,1
68350,2,12,3,,1
68351,1,27,3,,1
68352,2,75,3,,1
68353,1,36,3,,1
68354,1,45,5,,1
68355,2,19,4,,1
68356,2,73,4,,1
68357,1,1,3,,1
68358,2,0,1,,2
68359,2,11,2,,1
68360,1,13,5,,1
68361,1,8,1,,2
68362,1,2,4,,1
68363,1,1,5,,1
68364,1,63,4,,1
68365,1,64,3,,1
68366,1,3,4,,1
68367,1,78,4,,1
68368,1,17,5,,1
68369,2,80,3,,1
68370,2,10,3,,1
68371,1,10,3,,1
68372,2,2,5,,1
68373,2,8,4,,1
68374,1,45,5,,1
68375,2,52,3,,1
68376,2,61,1,,2
68377,1,74,3,,1
68378,1,0,3,,1
68379,1,1,4,,1
68380,2,43,5,2,1
68381,1,9,3,,1
68382,1,0,3,,1
68383,2,0,3,,1
68384,2,23,3,2,1
68385,2,22,4,2,1
68386,1,30,1,,2
68387,2,70,5,,1
68388,2,2,3,,1
68389,2,15,4,,1
68390,2,25,2,3,1
68391,2,80,3,,1
68392,2,61,4,,1
68393,2,20,4,2,1
68394,2,58,3,,1
68395,2,0,1,,1
68396,2,0,1,,2
68397,2,55,3,,1
68398,2,6,4,,1
68399,2,5,5,,1
68400,1,8,4,,1
68401,1,43,1,,2
68402,2,1,5,,1
68403,2,36,1,2,2
68404,2,65,4,,1
68405,1,1,3,,1
68406,2,17,5,,1
68407,2,80,1,,2
68408,2,16,3,,1
68409,1,3,1,,2
68410,1,16,4,,1
68411,2,30,3,2,1
68412,1,32,3,,1
68413,2,3,1,,1
68414,1,77,3,,1
68415,2,43,1,2,1
68416,1,63,5,,1
68417,1,19,1,,1
68418,2,70,2,,2
68419,2,70,3,,1
68420,1,22,4,,1
68421,2,15,4,,1
68422,2,60,3,,1
68423,2,42,3,2,1
68424,1,72,5,,1
68425,1,56,4,,1
68426,2,19,3,,1
68427,2,21,4,2,1
68428,2,44,3,2,1
68429,1,27,3,,1
68430,2,2,5,,1
68431,1,3,4,,1
68432,1,80,2,,1
68433,2,6,1,,1
68434,2,67,4,,1
68435,2,8,3,,1
68436,2,51,3,,1
68437,1,4,4,,1
68438,1,43,4,,1
68439,1,14,5,,1
68440,1,46,3,,1
68441,2,51,4,,1
68442,2,42,1,2,2
68443,1,73,4,,1
68444,1,23,4,,1
68445,1,70,2,,2
68446,2,68,5,,1
68447,2,68,3,,1
68448,2,28,5,2,1
68449,1,12,2,,2
68450,2,47,5,,1
68451,1,24,4,,1
68452,2,69,2,,1
68453,2,79,3,,1
68454,1,28,3,,1
68455,1,27,3,,1
68456,1,3,2,,2
68457,1,0,3,,1
68458,1,44,1,,2
68459,2,16,4,,1
68460,1,4,2,,2
68461,1,6,3,,1
68462,1,49,3,,1
68463,2,0,3,,1
68464,2,61,3,,1
68465,2,80,5,,1
68466,1,33,4,,1
68467,2,47,3,,1
68468,1,61,2,,2
68469,1,25,3,,1
68470,1,56,5,,1
68471,2,15,4,,1
68472,1,9,3,,1
68473,1,28,4,,1
68474,1,35,3,,1
68475,2,12,3,,1
68476,2,9,4,,1
68477,1,21,4,,1
68478,1,41,3,,1
68479,2,3,3,,1
68480,1,6,1,,2
68481,2,19,3,,1
68482,2,77,4,,1
68483,2,14,1,,1
68484,1,47,5,,1
68485,2,64,3,,1
68486,1,3,4,,1
68487,1,19,4,,1
68488,2,58,4,,1
68489,2,10,4,,1
68490,2,4,5,,1
68491,1,80,3,,1
68492,1,0,1,,1
68493,1,29,5,,1
68494,2,38,3,2,1
68495,2,78,3,,1
68496,1,56,4,,1
68497,2,34,3,2,1
68498,2,63,4,,1
68499,1,58,3,,1
68500,2,80,4,,1
68501,1,52,3,,1
68502,1,27,4,,1
68503,2,3,5,,1
68504,2,6,3,,1
68505,1,57,3,,1
68506,2,77,3,,1
68507,2,49,5,,1
68508,2,31,5,3,1
68509,2,26,4,2,1
68510,1,65,4,,1
68511,2,9,5,,1
68512,2,57,2,,2
68513,2,69,3,,1
68514,1,3,5,,1
68515,1,13,5,,1
68516,1,30,4,,1
68517,1,28,2,,1
68518,2,25,4,2,1
68519,1,5,3,,1
68520,2,17,3,,1
68521,2,28,2,2,1
68522,1,12,4,,1
68523,2,62,4,,1
68524,1,11,4,,1
68525,2,39,1,2,2
68526,1,31,3,,1
68527,2,8,3,,1
68528,2,70,3,,1
68529,2,80,3,,1
68530,1,13,2,,1
68531,1,60,4,,1
68532,1,3,1,,2
68533,2,9,5,,1
68534,2,8,2,,1
68535,2,0,1,,2
68536,2,60,4,,1
68537,2,34,3,2,1
68538,1,72,4,,1
68539,1,72,2,,2
68540,1,9,3,,1
68541,1,12,4,,1
68542,2,4,3,,1
68543,2,13,1,,2
68544,1,66,5,,1
68545,1,63,4,,1
68546,2,6,4,,1
68547,2,21,3,2,1
68548,2,66,3,,1
68549,1,67,2,,2
68550,2,80,3,,1
68551,2,80,4,,1
68552,2,0,4,,1
68553,2,61,3,,1
68554,2,11,1,,1
68555,2,6,3,,1
68556,2,50,2,,1
68557,1,71,3,,1
68558,2,62,5,,1
68559,1,80,3,,1
68560,2,28,1,2,1
68561,2,65,3,,1
68562,1,3,4,,1
68563,2,17,4,,1
68564,2,35,5,2,1
68565,2,65,5,,1
68566,1,13,4,,1
68567,2,54,3,,1
68568,1,27,3,,1
68569,2,56,4,,1
68570,1,49,3,,1
68571,1,53,5,,1
68572,1,42,3,,1
68573,1,64,5,,1
68574,1,20,1,,1
68575,2,42,2,2,1
68576,2,1,1,,2
68577,1,19,2,,1
68578,1,8,2,,1
68579,1,6,1,,2
68580,2,47,1,,1
68581,1,43,4,,1
68582,2,42,4,2,1
68583,1,11,3,,1
68584,1,18,3,,1
68585,2,1,1,,2
68586,2,20,4,2,1
68587,2,2,4,,1
68588,2,14,1,,2
68589,1,54,4,,1
68590,1,1,4,,1
68591,1,67,4,,1
68592,1,34,4,,1
68593,2,63,5,,1
68594,1,80,3,,1
68595,2,50,3,,1
68596,2,6,3,,1
68597,2,73,3,,1
68598,1,14,4,,1
68599,2,2,1,,1
68600,2,7,3,,1
68601,1,26,5,,1
68602,1,36,1,,2
68603,1,19,4,,1
68604,2,2,4,,1
68605,2,46,4,,1
68606,2,62,2,,2
68607,2,0,5,,1
68608,2,80,3,,1
68609,1,4,1,,2
68610,1,6,4,,1
68611,1,8,5,,1
68612,2,55,4,,1
68613,2,61,3,,1
68614,1,73,2,,2
68615,1,0,2,,1
68616,2,17,4,,1
68617,2,2,5,,1
68618,2,13,5,,1
68619,1,30,3,,1
68620,1,36,4,,1
68621,2,14,4,,1
68622,2,70,3,,1
68623,1,28,5,,1
68624,1,45,2,,1
68625,1,24,1,,2
68626,2,70,3,,1
68627,2,70,3,,1
68628,2,17,4,,1
68629,2,4,4,,1
68630,1,32,3,,1
68631,1,12,5,,1
68632,2,65,3,,1
68633,2,38,1,2,1
68634,2,15,4,,1
68635,2,58,5,,1
68636,1,1,5,,1
68637,2,33,3,2,1
68638,1,18,4,,1
68639,2,19,3,,1
68640,2,28,5,2,1
68641,2,14,1,,2
68642,1,16,4,,1
68643,1,17,1,,2
68644,2,1,2,,1
68645,2,75,3,,1
68646,2,45,1,,1
68647,1,54,4,,1
68648,2,30,3,2,1
68649,2,0,1,,1
68650,1,3,5,,1
68651,2,32,3,2,1
68652,1,34,3,,1
68653,1,9,1,,1
68654,2,2,4,,1
68655,1,19,5,,1
68656,1,10,4,,1
68657,1,67,3,,1
68658,2,17,5,,1
68659,2,15,3,,1
68660,1,24,2,,2
68661,2,64,4,,1
68662,2,37,5,1,1
68663,2,48,5,,1
68664,1,6,2,,1
68665,2,51,2,,2
68666,1,15,5,,1
68667,1,51,5,,1
68668,2,8,1,,1
68669,1,51,3,,1
68670,2,5,5,,1
68671,1,6,4,,1
68672,1,46,3,,1
68673,1,62,2,,1
68674,2,0,5,,1
68675,2,73,5,,1
68676,2,51,4,,1
68677,2,2,5,,1
68678,1,43,2,,2
68679,1,43,5,,1
68680,2,22,3,2,1
68681,1,66,4,,1
68682,2,79,3,,1
68683,2,20,2,2,2
68684,2,6,3,,1
68685,2,12,4,,1
68686,2,25,5,2,1
68687,2,45,1,,1
68688,1,35,3,,1
68689,2,70,2,,2
68690,2,29,5,2,1
68691,1,7,3,,1
68692,2,4,5,,1
68693,1,28,3,,1
68694,1,57,4,,1
68695,1,20,4,,1
68696,1,44,2,,2
68697,1,10,1,,2
68698,1,8,1,,2
68699,2,18,4,,1
68700,2,4,1,,2
68701,2,27,1,2,2
68702,1,56,4,,1
68703,1,63,1,,1
68704,1,7,3,,1
68705,1,6,4,,1
68706,1,26,4,,1
68707,1,54,3,,1
68708,2,61,2,,2
68709,2,30,5,3,1
68710,1,40,2,,2
68711,1,26,5,,1
68712,1,0,5,,1
68713,2,22,2,2,1
68714,2,55,4,,1
68715,1,54,3,,1
68716,2,12,1,,2
68717,1,80,4,,1
68718,2,6,1,,2
68719,1,2,5,,1
68720,2,53,3,,1
68721,2,39,4,2,1
68722,1,40,2,,2
68723,2,9,1,,1
68724,2,27,1,2,1
68725,2,0,3,,1
68726,2,52,3,,1
68727,2,9,5,,1
68728,2,9,2,,2
68729,1,8,1,,2
68730,1,80,3,,1
68731,2,1,1,,1
68732,2,33,1,2,1
68733,1,54,1,,1
68734,2,1,3,,1
68735,1,11,4,,1
68736,2,45,3,,1
68737,1,42,1,,1
68738,1,22,3,,1
68739,1,31,5,,1
68740,1,64,3,,1
68741,2,31,1,2,1
68742,2,3,2,,1
68743,1,9,5,,1
68744,1,33,3,,1
68745,2,61,3,,1
68746,2,60,5,,1
68747,2,10,2,,1
68748,1,70,5,,1
68749,2,21,4,2,1
68750,2,16,4,,1
68751,1,39,3,,1
68752,1,45,1,,1
68753,2,43,3,2,1
68754,1,57,3,,1
68755,2,2,1,,1
68756,2,4,1,,2
68757,2,0,5,,1
68758,1,78,3,,1
68759,2,15,2,,2
68760,1,24,3,,1
68761,2,4,4,,1
68762,2,34,3,2,1
68763,1,26,2,,1
68764,1,3,4,,1
68765,1,25,1,,1
68766,1,6,4,,1
68767,2,68,4,,1
68768,2,77,2,,2
68769,2,56,5,,1
68770,2,39,1,2,2
68771,2,24,5,2,1
68772,1,80,3,,1
68773,2,56,3,,1
68774,1,21,3,,1
68775,2,18,5,,1
68776,1,8,3,,1
68777,1,17,3,,1
68778,1,0,1,,1
68779,1,16,1,,1
68780,1,78,5,,1
68781,1,34,5,,1
68782,2,0,4,,1
68783,1,22,3,,1
68784,2,18,1,,2
68785,1,0,4,,1
68786,1,80,3,,1
68787,1,65,3,,1
68788,1,9,1,,1
68789,1,16,3,,1
68790,2,55,3,,1
68791,2,45,4,,1
68792,2,5,1,,1
68793,1,73,3,,1
68794,1,74,3,,1
68795,2,4,2,,1
68796,1,4,2,,2
68797,1,27,4,,1
68798,1,0,1,,1
68799,1,70,3,,1
68800,2,1,1,,1
68801,2,3,4,,1
68802,2,40,4,2,1
68803,2,21,4,2,1
68804,1,31,3,,1
68805,1,0,3,,1
68806,2,3,5,,1
68807,2,35,5,2,1
68808,1,58,4,,1
68809,2,2,4,,1
68810,1,80,3,,1
68811,1,0,1,,1
68812,1,42,5,,1
68813,2,24,3,2,1
68814,1,32,4,,1
68815,2,10,5,,1
68816,2,58,2,,1
68817,1,32,3,,1
68818,1,62,4,,1
68819,1,47,1,,1
68820,2,2,2,,2
68821,1,2,4,,1
68822,1,3,2,,2
68823,1,64,4,,1
68824,2,80,2,,2
68825,1,51,5,,1
68826,1,7,4,,1
68827,1,43,5,,1
68828,1,24,5,,1
68829,2,0,2,,1
68830,2,39,5,2,1
68831,2,79,4,,1
68832,1,15,5,,1
68833,1,41,2,,2
68834,1,7,4,,1
68835,1,49,2,,2
68836,1,60,4,,1
68837,2,35,4,2,1
68838,2,7,1,,2
68839,1,80,3,,1
68840,1,31,4,,1
68841,1,49,4,,1
68842,2,43,4,2,1
68843,1,52,1,,2
68844,1,8,3,,1
68845,2,75,3,,1
68846,2,49,5,,1
68847,1,21,1,,1
68848,2,4,3,,1
68849,1,5,4,,1
68850,1,27,1,,1
68851,2,13,1,,2
68852,1,7,5,,1
68853,2,37,3,2,1
68854,1,65,4,,1
68855,1,70,3,,1
68856,2,14,5,,1
68857,2,12,3,,1
68858,2,12,2,,1
68859,2,39,3,2,1
68860,1,34,3,,1
68861,1,8,1,,2
68862,1,3,5,,1
68863,1,4,5,,1
68864,2,57,2,,2
68865,1,62,4,,1
68866,1,22,2,,2
68867,1,12,3,,1
68868,2,80,3,,1
68869,2,54,3,,1
68870,2,0,4,,1
68871,1,37,3,,1
68872,1,34,1,,1
68873,2,24,5,2,1
68874,1,55,2,,1
68875,1,52,3,,1
68876,2,78,3,,1
68877,1,48,4,,1
68878,1,2,2,,2
68879,1,2,3,,1
68880,1,15,5,,1
68881,2,35,3,2,1
68882,2,48,4,,1
68883,1,53,2,,2
68884,2,54,4,,1
68885,2,11,1,,1
68886,2,44,3,2,1
68887,1,1,1,,1
68888,1,74,4,,1
68889,2,3,4,,1
68890,2,8,1,,2
68891,2,3,1,,2
68892,1,75,3,,1
68893,1,15,4,,1
68894,1,36,5,,1
68895,2,74,5,,1
68896,1,4,4,,1
68897,2,1,5,,1
68898,1,3,2,,2
68899,1,48,4,,1
68900,1,7,3,,1
68901,2,47,3,,1
68902,2,78,4,,1
68903,2,75,3,,1
68904,1,6,4,,1
68905,2,1,4,,1
68906,2,16,1,,1
68907,2,26,3,3,1
68908,2,59,4,,1
68909,1,16,4,,1
68910,1,74,2,,2
68911,1,13,4,,1
68912,2,80,5,,1
68913,2,27,4,2,1
68914,2,52,3,,1
68915,2,48,3,,1
68916,1,56,1,,2
68917,1,33,3,,1
68918,1,55,1,,2
68919,2,37,3,2,1
68920,2,48,4,,1
68921,2,8,3,,1
68922,2,74,3,,1
68923,1,13,5,,1
68924,1,20,3,,1
68925,1,80,3,,1
68926,2,3,5,,1
68927,1,11,4,,1
68928,1,41,4,,1
68929,2,19,2,,2
68930,2,6,4,,1
68931,1,22,5,,1
68932,1,4,4,,1
68933,1,72,4,,1
68934,2,47,1,,2
68935,1,46,1,,2
68936,2,36,4,2,1
68937,1,31,4,,1
68938,1,9,1,,2
68939,1,7,1,,2
68940,2,2,2,,1
68941,1,0,4,,1
68942,2,14,4,,1
68943,2,0,4,,1
68944,2,79,2,,1
68945,2,27,4,2,1
68946,2,64,3,,1
68947,2,65,4,,1
68948,2,36,3,2,1
68949,1,63,1,,2
68950,2,38,1,2,1
68951,1,4,1,,1
68952,2,80,3,,1
68953,2,32,3,2,1
68954,2,1,4,,1
68955,1,59,3,,1
68956,2,14,3,,1
68957,1,12,4,,1
68958,1,12,1,,1
68959,2,43,4,2,1
68960,2,10,2,,1
68961,2,64,3,,1
68962,1,14,5,,1
68963,2,2,4,,1
68964,1,20,4,,1
68965,2,2,3,,1
68966,2,63,4,,1
68967,1,20,4,,1
68968,1,12,1,,1
68969,1,0,1,,1
68970,1,11,1,,1
68971,2,21,2,2,1
68972,2,60,2,,2
68973,1,2,4,,1
68974,1,10,4,,1
68975,2,3,3,,1
68976,1,44,5,,1
68977,1,80,4,,1
68978,1,39,3,,1
68979,2,36,3,2,1
68980,1,20,1,,2
68981,2,80,3,,1
68982,2,27,5,1,1
68983,1,67,2,,1
68984,2,0,3,,1
68985,2,16,4,,1
68986,2,18,4,,1
68987,1,9,2,,1
68988,1,72,4,,1
68989,1,34,5,,1
68990,1,53,1,,2
68991,1,40,2,,2
68992,2,53,4,,1
68993,2,34,5,2,1
68994,1,19,3,,1
68995,1,75,3,,1
68996,1,24,5,,1
68997,1,7,2,,2
68998,2,43,4,2,1
68999,1,2,4,,1
69000,1,13,3,,1
69001,1,68,4,,1
69002,1,8,1,,1
69003,1,7,2,,2
69004,1,16,1,,2
69005,2,77,3,,1
69006,2,38,3,2,1
69007,1,55,2,,2
69008,2,65,2,,1
69009,1,56,5,,1
69010,2,80,4,,1
69011,2,59,3,,1
69012,1,1,2,,1
69013,1,35,3,,1
69014,1,78,3,,1
69015,1,0,2,,2
69016,2,13,4,,1
69017,1,58,4,,1
69018,1,39,4,,1
69019,2,44,3,2,1
69020,1,42,1,,1
69021,1,18,1,,1
69022,2,48,3,,1
69023,2,7,5,,1
69024,1,65,4,,1
69025,1,60,1,,2
69026,2,1,1,,2
69027,1,37,3,,1
69028,1,0,1,,1
69029,2,6,4,,1
69030,1,36,3,,1
69031,1,22,5,,1
69032,2,64,1,,2
69033,1,2,3,,1
69034,1,33,2,,2
69035,1,68,3,,1
69036,1,76,4,,1
69037,1,41,1,,2
69038,2,29,3,2,1
69039,1,39,3,,1
69040,2,46,3,,1
69041,1,8,4,,1
69042,1,33,2,,2
69043,1,5,5,,1
69044,2,0,2,,1
69045,2,65,2,,2
69046,1,3,5,,1
69047,2,61,3,,1
69048,2,11,3,,1
69049,1,71,4,,1
69050,2,1,3,,1
69051,2,5,3,,1
69052,2,40,3,3,1
69053,2,43,2,2,2
69054,1,43,3,,1
69055,2,28,2,2,1
69056,1,39,5,,1
69057,2,39,1,2,2
69058,1,43,1,,2
69059,1,2,4,,1
69060,1,20,3,,1
